	icd9_code	short_title	long_title	icd_level2	level2_title	icd_level4	title
6256	61689	Inflm cerv,vag,vulva NEC	Other inflammatory disease of cervix, vagina and vulva	616	Diseases Of The Genitourinary System	6168	Inflm cerv,vag,vulva NEC Other inflammatory disease of cervix, vagina and vulva
6257	6169	Female gen inflam NOS	Unspecified inflammatory disease of cervix, vagina, and vulva	616	Diseases Of The Genitourinary System	6169	Female gen inflam NOS Unspecified inflammatory disease of cervix, vagina, and vulva
6258	6170	Uterine endometriosis	Endometriosis of uterus	617	Diseases Of The Genitourinary System	6170	Uterine endometriosis Endometriosis of uterus
6259	6171	Ovarian endometriosis	Endometriosis of ovary	617	Diseases Of The Genitourinary System	6171	Ovarian endometriosis Endometriosis of ovary
6260	6172	Tubal endometriosis	Endometriosis of fallopian tube	617	Diseases Of The Genitourinary System	6172	Tubal endometriosis Endometriosis of fallopian tube
6261	64511	Post term preg-del	Post term pregnancy, delivered, with or without mention of antepartum condition	645	Complications Of Pregnancy, Childbirth, And The Puerperium	6451	Post term preg-del Post term pregnancy, delivered, with or without mention of antepartum condition
6262	6174	Vaginal endometriosis	Endometriosis of rectovaginal septum and vagina	617	Diseases Of The Genitourinary System	6174	Vaginal endometriosis Endometriosis of rectovaginal septum and vagina
6263	6175	Intestinal endometriosis	Endometriosis of intestine	617	Diseases Of The Genitourinary System	6175	Intestinal endometriosis Endometriosis of intestine
6264	6176	Endometriosis in scar	Endometriosis in scar of skin	617	Diseases Of The Genitourinary System	6176	Endometriosis in scar Endometriosis in scar of skin
6265	6178	Endometriosis NEC	Endometriosis of other specified sites	617	Diseases Of The Genitourinary System	6178	Endometriosis NEC Endometriosis of other specified sites
6266	63600	Illeg ab w pelv inf-unsp	Illegally induced abortion, complicated by genital tract and pelvic infection, unspecified	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6360	Illeg ab w pelv inf-unsp Illegally induced abortion, complicated by genital tract and pelvic infection, unspecified
6267	63601	Illeg ab w pelv inf-inc	Illegally induced abortion, complicated by genital tract and pelvic infection, incomplete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6360	Illeg ab w pelv inf-inc Illegally induced abortion, complicated by genital tract and pelvic infection, incomplete
6268	63602	Illeg ab w pelv inf-comp	Illegally induced abortion, complicated by genital tract and pelvic infection, complete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6360	Illeg ab w pelv inf-comp Illegally induced abortion, complicated by genital tract and pelvic infection, complete
6269	63610	Illeg ab w hemorr-unspec	Illegally induced abortion, complicated by delayed or excessive hemorrhage, unspecified	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6361	Illeg ab w hemorr-unspec Illegally induced abortion, complicated by delayed or excessive hemorrhage, unspecified
6270	63611	Illeg ab w hemorr-inc	Illegally induced abortion, complicated by delayed or excessive hemorrhage, incomplete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6361	Illeg ab w hemorr-inc Illegally induced abortion, complicated by delayed or excessive hemorrhage, incomplete
6271	63612	Illeg ab w hemorr-comp	Illegally induced abortion, complicated by delayed or excessive hemorrhage, complete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6361	Illeg ab w hemorr-comp Illegally induced abortion, complicated by delayed or excessive hemorrhage, complete
6272	63620	Illeg ab w pel damg-unsp	Illegally induced abortion, complicated by damage to pelvic organs or tissues, unspecified	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6362	Illeg ab w pel damg-unsp Illegally induced abortion, complicated by damage to pelvic organs or tissues, unspecified
6273	63621	Illeg ab w pel damag-inc	Illegally induced abortion, complicated by damage to pelvic organs or tissues, incomplete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6362	Illeg ab w pel damag-inc Illegally induced abortion, complicated by damage to pelvic organs or tissues, incomplete
6274	63622	Illeg ab w pel damg-comp	Illegally induced abortion, complicated by damage to pelvic organs or tissues, complete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6362	Illeg ab w pel damg-comp Illegally induced abortion, complicated by damage to pelvic organs or tissues, complete
6275	63630	Illeg ab w ren fail-unsp	Illegally induced abortion, complicated by renal failure, unspecified	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6363	Illeg ab w ren fail-unsp Illegally induced abortion, complicated by renal failure, unspecified
6276	63631	Illeg ab w ren fail-inc	Illegally induced abortion, complicated by renal failure, incomplete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6363	Illeg ab w ren fail-inc Illegally induced abortion, complicated by renal failure, incomplete
6277	63632	Illeg ab w ren fail-comp	Illegally induced abortion, complicated by renal failure, complete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6363	Illeg ab w ren fail-comp Illegally induced abortion, complicated by renal failure, complete
6278	63640	Illeg ab w met dis-unsp	Illegally induced abortion, complicated by metabolic disorder, unspecified	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6364	Illeg ab w met dis-unsp Illegally induced abortion, complicated by metabolic disorder, unspecified
6279	63641	Illeg ab w metab dis-inc	Illegally induced abortion, complicated by metabolic disorder, incomplete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6364	Illeg ab w metab dis-inc Illegally induced abortion, complicated by metabolic disorder, incomplete
6280	63642	Illeg ab w met dis-comp	Illegally induced abortion, complicated by metabolic disorder, complete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6364	Illeg ab w met dis-comp Illegally induced abortion, complicated by metabolic disorder, complete
6281	63650	Illeg abort w shock-unsp	Illegally induced abortion, complicated by shock, unspecified	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6365	Illeg abort w shock-unsp Illegally induced abortion, complicated by shock, unspecified
6282	63651	Illeg abort w shock-inc	Illegally induced abortion, complicated by shock, incomplete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6365	Illeg abort w shock-inc Illegally induced abortion, complicated by shock, incomplete
6283	63652	Illeg abort w shock-comp	Illegally induced abortion, complicated by shock, complete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6365	Illeg abort w shock-comp Illegally induced abortion, complicated by shock, complete
6284	63660	Illeg ab w embolism-unsp	Illegally induced abortion, complicated by embolism, unspecified	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6366	Illeg ab w embolism-unsp Illegally induced abortion, complicated by embolism, unspecified
6285	63661	Illeg ab w embolism-inc	Illegally induced abortion, complicated by embolism, incomplete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6366	Illeg ab w embolism-inc Illegally induced abortion, complicated by embolism, incomplete
6286	63662	Illeg ab w embolism-comp	Illegally induced abortion, complicated by embolism, complete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6366	Illeg ab w embolism-comp Illegally induced abortion, complicated by embolism, complete
6287	63670	Illg ab w compl NEC-unsp	Illegally induced abortion, with other specified complications, unspecified	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6367	Illg ab w compl NEC-unsp Illegally induced abortion, with other specified complications, unspecified
6288	63671	Illeg ab w compl NEC-inc	Illegally induced abortion, with other specified complications, incomplete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6367	Illeg ab w compl NEC-inc Illegally induced abortion, with other specified complications, incomplete
6289	63672	Illg ab w compl NEC-comp	Illegally induced abortion, with other specified complications, complete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6367	Illg ab w compl NEC-comp Illegally induced abortion, with other specified complications, complete
6290	63680	Illg ab w compl NOS-unsp	Illegally induced abortion, with unspecified complication, unspecified	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6368	Illg ab w compl NOS-unsp Illegally induced abortion, with unspecified complication, unspecified
6291	63681	Illeg ab w compl NOS-inc	Illegally induced abortion, with unspecified complication, incomplete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6368	Illeg ab w compl NOS-inc Illegally induced abortion, with unspecified complication, incomplete
6292	63682	Illg ab w compl NOS-comp	Illegally induced abortion, with unspecified complication, complete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6368	Illg ab w compl NOS-comp Illegally induced abortion, with unspecified complication, complete
6293	63690	Illeg abort uncompl-unsp	Illegally induced abortion, without mention of complication, unspecified	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6369	Illeg abort uncompl-unsp Illegally induced abortion, without mention of complication, unspecified
6294	63691	Illeg abort uncompl-inc	Illegally induced abortion, without mention of complication, incomplete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6369	Illeg abort uncompl-inc Illegally induced abortion, without mention of complication, incomplete
6295	63692	Illeg abort uncompl-comp	Illegally induced abortion, without mention of complication, complete	636	Complications Of Pregnancy, Childbirth, And The Puerperium	6369	Illeg abort uncompl-comp Illegally induced abortion, without mention of complication, complete
6296	63700	Abort NOS w pel inf-unsp	Unspecified abortion, complicated by genital tract and pelvic infection, unspecified	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6370	Abort NOS w pel inf-unsp Unspecified abortion, complicated by genital tract and pelvic infection, unspecified
6297	63701	Abort NOS w pel inf-inc	Unspecified abortion, complicated by genital tract and pelvic infection, incomplete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6370	Abort NOS w pel inf-inc Unspecified abortion, complicated by genital tract and pelvic infection, incomplete
6298	63702	Abort NOS w pel inf-comp	Unspecified abortion, complicated by genital tract and pelvic infection, complete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6370	Abort NOS w pel inf-comp Unspecified abortion, complicated by genital tract and pelvic infection, complete
6299	63710	Abort NOS w hemorr-unsp	Unspecified abortion, complicated by delayed or excessive hemorrhage, unspecified	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6371	Abort NOS w hemorr-unsp Unspecified abortion, complicated by delayed or excessive hemorrhage, unspecified
6300	63711	Abort NOS w hemorr-inc	Unspecified abortion, complicated by delayed or excessive hemorrhage, incomplete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6371	Abort NOS w hemorr-inc Unspecified abortion, complicated by delayed or excessive hemorrhage, incomplete
6301	63712	Abort NOS w hemorr-comp	Unspecified abortion, complicated by delayed or excessive hemorrhage, complete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6371	Abort NOS w hemorr-comp Unspecified abortion, complicated by delayed or excessive hemorrhage, complete
6302	63720	Ab NOS w pelv damag-unsp	Unspecified abortion, complicated by damage to pelvic organs or tissues, unspecified	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6372	Ab NOS w pelv damag-unsp Unspecified abortion, complicated by damage to pelvic organs or tissues, unspecified
6303	63721	Ab NOS w pelv damag-inc	Unspecified abortion, complicated by damage to pelvic organs or tissues, incomplete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6372	Ab NOS w pelv damag-inc Unspecified abortion, complicated by damage to pelvic organs or tissues, incomplete
6304	63722	Ab NOS w pelv damag-comp	Unspecified abortion, complicated by damage to pelvic organs or tissues, complete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6372	Ab NOS w pelv damag-comp Unspecified abortion, complicated by damage to pelvic organs or tissues, complete
6305	63730	Ab NOS w renal fail-unsp	Unspecified abortion, complicated by renal failure, unspecified	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6373	Ab NOS w renal fail-unsp Unspecified abortion, complicated by renal failure, unspecified
6306	63731	Ab NOS w renal fail-inc	Unspecified abortion, complicated by renal failure, incomplete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6373	Ab NOS w renal fail-inc Unspecified abortion, complicated by renal failure, incomplete
6307	63732	Ab NOS w renal fail-comp	Unspecified abortion, complicated by renal failure, complete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6373	Ab NOS w renal fail-comp Unspecified abortion, complicated by renal failure, complete
6308	63740	Ab NOS w metab dis-unsp	Unspecified abortion, complicated by metabolic disorder, unspecified	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6374	Ab NOS w metab dis-unsp Unspecified abortion, complicated by metabolic disorder, unspecified
6309	63741	Ab NOS w metab dis-inc	Unspecified abortion, complicated by metabolic disorder, incomplete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6374	Ab NOS w metab dis-inc Unspecified abortion, complicated by metabolic disorder, incomplete
6310	63742	Ab NOS w metab dis-comp	Unspecified abortion, complicated by metabolic disorder, complete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6374	Ab NOS w metab dis-comp Unspecified abortion, complicated by metabolic disorder, complete
6311	63750	Abort NOS w shock-unsp	Unspecified abortion, complicated by shock, unspecified	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6375	Abort NOS w shock-unsp Unspecified abortion, complicated by shock, unspecified
6312	63751	Abort NOS w shock-inc	Unspecified abortion, complicated by shock, incomplete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6375	Abort NOS w shock-inc Unspecified abortion, complicated by shock, incomplete
6313	63752	Abort NOS w shock-comp	Unspecified abortion, complicated by shock, complete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6375	Abort NOS w shock-comp Unspecified abortion, complicated by shock, complete
6314	63760	Ab NOS w embolism-unsp	Unspecified abortion, complicated by embolism, unspecified	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6376	Ab NOS w embolism-unsp Unspecified abortion, complicated by embolism, unspecified
6315	63761	Ab NOS w embolism-inc	Unspecified abortion, complicated by embolism, incomplete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6376	Ab NOS w embolism-inc Unspecified abortion, complicated by embolism, incomplete
6316	63762	Ab NOS w embolism-comp	Unspecified abortion, complicated by embolism, complete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6376	Ab NOS w embolism-comp Unspecified abortion, complicated by embolism, complete
6317	63770	Ab NOS w compl NEC-unsp	Unspecified abortion, with other specified complications, unspecified	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6377	Ab NOS w compl NEC-unsp Unspecified abortion, with other specified complications, unspecified
6318	63771	Ab NOS w compl NEC-inc	Unspecified abortion, with other specified complications, incomplete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6377	Ab NOS w compl NEC-inc Unspecified abortion, with other specified complications, incomplete
6319	63772	Ab NOS w compl NEC-comp	Unspecified abortion, with other specified complications, complete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6377	Ab NOS w compl NEC-comp Unspecified abortion, with other specified complications, complete
6320	63780	Ab NOS w compl NOS-unsp	Unspecified abortion, with unspecified complication, unspecified	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6378	Ab NOS w compl NOS-unsp Unspecified abortion, with unspecified complication, unspecified
6321	63781	Ab NOS w compl NOS-inc	Unspecified abortion, with unspecified complication, incomplete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6378	Ab NOS w compl NOS-inc Unspecified abortion, with unspecified complication, incomplete
6322	63782	Ab NOS w compl NOS-comp	Unspecified abortion, with unspecified complication, complete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6378	Ab NOS w compl NOS-comp Unspecified abortion, with unspecified complication, complete
6323	63790	Ab NOS uncomplicat-unsp	Unspecified abortion, without mention of complication, unspecified	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6379	Ab NOS uncomplicat-unsp Unspecified abortion, without mention of complication, unspecified
6324	63791	Ab NOS uncomplicat-inc	Unspecified abortion, without mention of complication, incomplete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6379	Ab NOS uncomplicat-inc Unspecified abortion, without mention of complication, incomplete
6325	63792	Ab NOS uncomplicat-comp	Unspecified abortion, without mention of complication, complete	637	Complications Of Pregnancy, Childbirth, And The Puerperium	6379	Ab NOS uncomplicat-comp Unspecified abortion, without mention of complication, complete
6326	6380	Attem abort w pelvic inf	Failed attempted abortion complicated by genital tract and pelvic infection	638	Complications Of Pregnancy, Childbirth, And The Puerperium	6380	Attem abort w pelvic inf Failed attempted abortion complicated by genital tract and pelvic infection
6327	6381	Attem abort w hemorrhage	Failed attempted abortion complicated by delayed or excessive hemorrhage	638	Complications Of Pregnancy, Childbirth, And The Puerperium	6381	Attem abort w hemorrhage Failed attempted abortion complicated by delayed or excessive hemorrhage
6328	6382	Attem abort w pelv damag	Failed attempted abortion complicated by damage to pelvic organs or tissues	638	Complications Of Pregnancy, Childbirth, And The Puerperium	6382	Attem abort w pelv damag Failed attempted abortion complicated by damage to pelvic organs or tissues
6329	6383	Attem abort w renal fail	Failed attempted abortion complicated by renal failure	638	Complications Of Pregnancy, Childbirth, And The Puerperium	6383	Attem abort w renal fail Failed attempted abortion complicated by renal failure
6330	6384	Attem abor w metabol dis	Failed attempted abortion complicated by metabolic disorder	638	Complications Of Pregnancy, Childbirth, And The Puerperium	6384	Attem abor w metabol dis Failed attempted abortion complicated by metabolic disorder
6331	6385	Attem abortion w shock	Failed attempted abortion complicated by shock	638	Complications Of Pregnancy, Childbirth, And The Puerperium	6385	Attem abortion w shock Failed attempted abortion complicated by shock
6332	6386	Attemp abort w embolism	Failed attempted abortion complicated by embolism	638	Complications Of Pregnancy, Childbirth, And The Puerperium	6386	Attemp abort w embolism Failed attempted abortion complicated by embolism
6333	6387	Attemp abort w compl NEC	Failed attempted abortion with other specified complications	638	Complications Of Pregnancy, Childbirth, And The Puerperium	6387	Attemp abort w compl NEC Failed attempted abortion with other specified complications
6334	6388	Attemp abort w compl NOS	Failed attempted abortion with unspecified complication	638	Complications Of Pregnancy, Childbirth, And The Puerperium	6388	Attemp abort w compl NOS Failed attempted abortion with unspecified complication
6335	6389	Attempted abort uncompl	Failed attempted abortion without mention of complication	638	Complications Of Pregnancy, Childbirth, And The Puerperium	6389	Attempted abort uncompl Failed attempted abortion without mention of complication
6336	6390	Postabortion gu infect	Genital tract and pelvic infection following abortion or ectopic and molar pregnancies	639	Complications Of Pregnancy, Childbirth, And The Puerperium	6390	Postabortion gu infect Genital tract and pelvic infection following abortion or ectopic and molar pregnancies
6337	6391	Postabortion hemorrhage	Delayed or excessive hemorrhage following abortion or ectopic and molar pregnancies	639	Complications Of Pregnancy, Childbirth, And The Puerperium	6391	Postabortion hemorrhage Delayed or excessive hemorrhage following abortion or ectopic and molar pregnancies
6338	6392	Postabort pelvic damage	Damage to pelvic organs and tissues following abortion or ectopic and molar pregnancies	639	Complications Of Pregnancy, Childbirth, And The Puerperium	6392	Postabort pelvic damage Damage to pelvic organs and tissues following abortion or ectopic and molar pregnancies
6339	6393	Postabort kidney failure	Kidney failure following abortion and ectopic and molar pregnancies	639	Complications Of Pregnancy, Childbirth, And The Puerperium	6393	Postabort kidney failure Kidney failure following abortion and ectopic and molar pregnancies
6340	6394	Postabort metabolic dis	Metabolic disorders following abortion or ectopic and molar pregnancies	639	Complications Of Pregnancy, Childbirth, And The Puerperium	6394	Postabort metabolic dis Metabolic disorders following abortion or ectopic and molar pregnancies
6341	6395	Postabortion shock	Shock following abortion or ectopic and molar pregnancies	639	Complications Of Pregnancy, Childbirth, And The Puerperium	6395	Postabortion shock Shock following abortion or ectopic and molar pregnancies
6342	6396	Postabortion embolism	Embolism following abortion or ectopic and molar pregnancies	639	Complications Of Pregnancy, Childbirth, And The Puerperium	6396	Postabortion embolism Embolism following abortion or ectopic and molar pregnancies
6343	6398	Postabortion compl NEC	Other specified complications following abortion or ectopic and molar pregnancy	639	Complications Of Pregnancy, Childbirth, And The Puerperium	6398	Postabortion compl NEC Other specified complications following abortion or ectopic and molar pregnancy
6344	6399	Postabortion compl NOS	Unspecified complication following abortion or ectopic and molar pregnancy	639	Complications Of Pregnancy, Childbirth, And The Puerperium	6399	Postabortion compl NOS Unspecified complication following abortion or ectopic and molar pregnancy
6345	64000	Threatened abort-unspec	Threatened abortion, unspecified as to episode of care or not applicable	640	Complications Of Pregnancy, Childbirth, And The Puerperium	6400	Threatened abort-unspec Threatened abortion, unspecified as to episode of care or not applicable
6346	64001	Threatened abort-deliver	Threatened abortion, delivered, with or without mention of antepartum condition	640	Complications Of Pregnancy, Childbirth, And The Puerperium	6400	Threatened abort-deliver Threatened abortion, delivered, with or without mention of antepartum condition
6347	64003	Threaten abort-antepart	Threatened abortion, antepartum condition or complication	640	Complications Of Pregnancy, Childbirth, And The Puerperium	6400	Threaten abort-antepart Threatened abortion, antepartum condition or complication
6348	64080	Hem early preg NEC-unsp	Other specified hemorrhage in early pregnancy, unspecified as to episode of care or not applicable	640	Complications Of Pregnancy, Childbirth, And The Puerperium	6408	Hem early preg NEC-unsp Other specified hemorrhage in early pregnancy, unspecified as to episode of care or not applicable
6349	64081	Hem early preg NEC-deliv	Other specified hemorrhage in early pregnancy, delivered, with or without mention of antepartum condition	640	Complications Of Pregnancy, Childbirth, And The Puerperium	6408	Hem early preg NEC-deliv Other specified hemorrhage in early pregnancy, delivered, with or without mention of antepartum condition
6350	64083	Hem early pg NEC-antepar	Other specified hemorrhage in early pregnancy, antepartum condition or complication	640	Complications Of Pregnancy, Childbirth, And The Puerperium	6408	Hem early pg NEC-antepar Other specified hemorrhage in early pregnancy, antepartum condition or complication
6351	64090	Hemorr early preg-unspec	Unspecified hemorrhage in early pregnancy, unspecified as to episode of care or not applicable	640	Complications Of Pregnancy, Childbirth, And The Puerperium	6409	Hemorr early preg-unspec Unspecified hemorrhage in early pregnancy, unspecified as to episode of care or not applicable
6352	64091	Hem early preg-delivered	Unspecified hemorrhage in early pregnancy, delivered, with or without mention of antepartum condition	640	Complications Of Pregnancy, Childbirth, And The Puerperium	6409	Hem early preg-delivered Unspecified hemorrhage in early pregnancy, delivered, with or without mention of antepartum condition
6353	64093	Hem early preg-antepart	Unspecified hemorrhage in early pregnancy, antepartum condition or complication	640	Complications Of Pregnancy, Childbirth, And The Puerperium	6409	Hem early preg-antepart Unspecified hemorrhage in early pregnancy, antepartum condition or complication
6354	64100	Placenta previa-unspec	Placenta previa without hemorrhage, unspecified as to episode of care or not applicable	641	Complications Of Pregnancy, Childbirth, And The Puerperium	6410	Placenta previa-unspec Placenta previa without hemorrhage, unspecified as to episode of care or not applicable
6355	64101	Placenta previa-deliver	Placenta previa without hemorrhage, delivered, with or without mention of antepartum condition	641	Complications Of Pregnancy, Childbirth, And The Puerperium	6410	Placenta previa-deliver Placenta previa without hemorrhage, delivered, with or without mention of antepartum condition
6356	64103	Placenta previa-antepart	Placenta previa without hemorrhage, antepartum condition or complication	641	Complications Of Pregnancy, Childbirth, And The Puerperium	6410	Placenta previa-antepart Placenta previa without hemorrhage, antepartum condition or complication
6357	64110	Placenta prev hem-unspec	Hemorrhage from placenta previa, unspecified as to episode of care or not applicable	641	Complications Of Pregnancy, Childbirth, And The Puerperium	6411	Placenta prev hem-unspec Hemorrhage from placenta previa, unspecified as to episode of care or not applicable
6358	64111	Placenta prev hem-deliv	Hemorrhage from placenta previa, delivered, with or without mention of antepartum condition	641	Complications Of Pregnancy, Childbirth, And The Puerperium	6411	Placenta prev hem-deliv Hemorrhage from placenta previa, delivered, with or without mention of antepartum condition
6359	64113	Placen prev hem-antepart	Hemorrhage from placenta previa, antepartum condition or complication	641	Complications Of Pregnancy, Childbirth, And The Puerperium	6411	Placen prev hem-antepart Hemorrhage from placenta previa, antepartum condition or complication
6360	64120	Prem separ placen-unspec	Premature separation of placenta, unspecified as to episode of care or not applicable	641	Complications Of Pregnancy, Childbirth, And The Puerperium	6412	Prem separ placen-unspec Premature separation of placenta, unspecified as to episode of care or not applicable
6361	64121	Prem separ placen-deliv	Premature separation of placenta, delivered, with or without mention of antepartum condition	641	Complications Of Pregnancy, Childbirth, And The Puerperium	6412	Prem separ placen-deliv Premature separation of placenta, delivered, with or without mention of antepartum condition
6362	64123	Prem separ plac-antepart	Premature separation of placenta, antepartum condition or complication	641	Complications Of Pregnancy, Childbirth, And The Puerperium	6412	Prem separ plac-antepart Premature separation of placenta, antepartum condition or complication
6363	64130	Coag def hemorr-unspec	Antepartum hemorrhage associated with coagulation defects, unspecified as to episode of care or not applicable	641	Complications Of Pregnancy, Childbirth, And The Puerperium	6413	Coag def hemorr-unspec Antepartum hemorrhage associated with coagulation defects, unspecified as to episode of care or not applicable
6364	64131	Coag def hemorr-deliver	Antepartum hemorrhage associated with coagulation defects, delivered, with or without mention of antepartum condition	641	Complications Of Pregnancy, Childbirth, And The Puerperium	6413	Coag def hemorr-deliver Antepartum hemorrhage associated with coagulation defects, delivered, with or without mention of antepartum condition
6365	64133	Coag def hemorr-antepart	Antepartum hemorrhage associated with coagulation defects, antepartum condition or complication	641	Complications Of Pregnancy, Childbirth, And The Puerperium	6413	Coag def hemorr-antepart Antepartum hemorrhage associated with coagulation defects, antepartum condition or complication
6366	64180	Antepart hem NEC-unspec	Other antepartum hemorrhage, unspecified as to episode of care or not applicable	641	Complications Of Pregnancy, Childbirth, And The Puerperium	6418	Antepart hem NEC-unspec Other antepartum hemorrhage, unspecified as to episode of care or not applicable
6367	64181	Antepartum hem NEC-deliv	Other antepartum hemorrhage, delivered, with or without mention of antepartum condition	641	Complications Of Pregnancy, Childbirth, And The Puerperium	6418	Antepartum hem NEC-deliv Other antepartum hemorrhage, delivered, with or without mention of antepartum condition
6368	64183	Antepart hem NEC-antepar	Other antepartum hemorrhage, antepartum condition or complication	641	Complications Of Pregnancy, Childbirth, And The Puerperium	6418	Antepart hem NEC-antepar Other antepartum hemorrhage, antepartum condition or complication
6369	64190	Antepart hem NOS-unspec	Unspecified antepartum hemorrhage, unspecified as to episode of care or not applicable	641	Complications Of Pregnancy, Childbirth, And The Puerperium	6419	Antepart hem NOS-unspec Unspecified antepartum hemorrhage, unspecified as to episode of care or not applicable
6370	64191	Antepartum hem NOS-deliv	Unspecified antepartum hemorrhage, delivered, with or without mention of antepartum condition	641	Complications Of Pregnancy, Childbirth, And The Puerperium	6419	Antepartum hem NOS-deliv Unspecified antepartum hemorrhage, delivered, with or without mention of antepartum condition
6371	64193	Antepart hem NOS-antepar	Unspecified antepartum hemorrhage, antepartum condition or complication	641	Complications Of Pregnancy, Childbirth, And The Puerperium	6419	Antepart hem NOS-antepar Unspecified antepartum hemorrhage, antepartum condition or complication
6372	64200	Essen hyperten preg-unsp	Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care or not applicable	642	Complications Of Pregnancy, Childbirth, And The Puerperium	6420	Essen hyperten preg-unsp Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care or not applicable
6373	64201	Essen hyperten-delivered	Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition	642	Complications Of Pregnancy, Childbirth, And The Puerperium	6420	Essen hyperten-delivered Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition
6374	64202	Essen hyperten-del w p/p	Benign essential hypertension, complicating pregnancy, childbirth, and the puerperium, delivered, with mention of postpartum complication	642	Complications Of Pregnancy, Childbirth, And The Puerperium	6420	Essen hyperten-del w p/p Benign essential hypertension, complicating pregnancy, childbirth, and the puerperium, delivered, with mention of postpartum complication
6375	64203	Essen hyperten-antepart	Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, antepartum condition or complication	642	Complications Of Pregnancy, Childbirth, And The Puerperium	6420	Essen hyperten-antepart Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, antepartum condition or complication
6376	64204	Essen hyperten-postpart	Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, postpartum condition or complication	642	Complications Of Pregnancy, Childbirth, And The Puerperium	6420	Essen hyperten-postpart Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, postpartum condition or complication
6377	64210	Renal hyperten preg-unsp	Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care or not applicable	642	Complications Of Pregnancy, Childbirth, And The Puerperium	6421	Renal hyperten preg-unsp Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care or not applicable
